Title,Owner,PageURL,AssetURL,DateCreated,DateUpdated,FileSize,FileSizeUnit,FileType,NumRecords,OriginalTags,ManualTags,License,Description
"This data highlights all secondary schools across Scotland that have received a Cycling Scotland Development Fund",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/31b68937-3327-4468-bca1-546d5d25de11,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/3ad3768f-134c-4e77-a50f-cd22b39e2ee6/2/urql,2019-10-21T10:38:12.077Z,2019-10-30T09:41:44.458Z,,,json,,"Transport / Mobility","Active Travel, Cycling Scotland, Schools, Young People",https://creativecommons.org/licenses/by/4.0/legalcode,
"This data highlights all secondary schools across Scotland that have received a Cycling Scotland Development Fund",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/31b68937-3327-4468-bca1-546d5d25de11,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=1662f845-427f-4b6e-b59f-d6eb353c742b,2019-10-21T10:38:12.077Z,2019-10-30T09:41:44.458Z,,,csv,,"Transport / Mobility","Active Travel, Cycling Scotland, Schools, Young People",https://creativecommons.org/licenses/by/4.0/legalcode,
"Schools in Scotland which delivered Bikeability Scotland training in 2017/18. Bikeability Scotland is a cycle training programme designed to give children the skills and confidence they need both to cycle safely on the roads, and to encourage them to carry on cycling into adulthood.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/c2dac095-6b06-495f-8531-dec6c0b27dc2,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=52ac5039-7ff4-44f0-8e41-708c0e2eb1de,2018-12-18T13:28:31.800Z,2021-10-13T12:33:07.113Z,,,json,,"Transport / Mobility","Active Travel, Cycling, Cycling Scotland",OGL3,
"Schools in Scotland which delivered Bikeability Scotland training in 2017/18. Bikeability Scotland is a cycle training programme designed to give children the skills and confidence they need both to cycle safely on the roads, and to encourage them to carry on cycling into adulthood.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/c2dac095-6b06-495f-8531-dec6c0b27dc2,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=71dd3758-e670-43a4-9623-7d4ced6277de,2018-12-18T13:28:31.800Z,2021-10-13T12:33:07.113Z,,,xml,,"Transport / Mobility","Active Travel, Cycling, Cycling Scotland",OGL3,
"Schools in Scotland which delivered Bikeability Scotland training in 2017/18. Bikeability Scotland is a cycle training programme designed to give children the skills and confidence they need both to cycle safely on the roads, and to encourage them to carry on cycling into adulthood.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/c2dac095-6b06-495f-8531-dec6c0b27dc2,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=b64cd424-bba7-40fc-b3ff-0170e6be5b47,2018-12-18T13:28:31.800Z,2021-10-13T12:33:07.113Z,,,csv,,"Transport / Mobility","Active Travel, Cycling, Cycling Scotland",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in May 2021",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/0b4e027e-59e2-4147-994f-c2f01cd08747,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=eafbe615-dba0-4a67-a711-5b966bf72fde,2021-08-10T14:30:44.494Z,2021-08-17T14:45:56.018Z,,,json,,"Transport / Mobility","Active Travel, National Monitoring Framework",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in May 2021",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/0b4e027e-59e2-4147-994f-c2f01cd08747,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=764a63a7-fb84-424b-a957-eb0f6008630c,2021-08-10T14:30:44.494Z,2021-08-17T14:45:56.018Z,,,csv,,"Transport / Mobility","Active Travel, National Monitoring Framework",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in May 2021",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/0b4e027e-59e2-4147-994f-c2f01cd08747,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=d8a1badd-3280-40bf-b1fa-c6c505c902b5,2021-08-10T14:30:44.494Z,2021-08-17T14:45:56.018Z,,,xml,,"Transport / Mobility","Active Travel, National Monitoring Framework",OGL3,
"This data set highlights communities across Scotland that have received a Cycling Friendly Communities Award",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/8b952141-0d52-48f5-b16d-c11bb93664e8,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/c7dfc2d0-cd22-47ad-bc99-4011a93b3af0/6/urql,2019-10-17T15:19:22.247Z,2019-11-08T11:26:36.606Z,,,json,,"Transport / Mobility","Active Travel, Cycle Friendly, Cycling, Cycling Scotland",https://creativecommons.org/licenses/by/4.0/legalcode,
"This data set highlights communities across Scotland that have received a Cycling Friendly Communities Award",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/8b952141-0d52-48f5-b16d-c11bb93664e8,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=7453274b-382f-4aee-a852-ecb911395aea,2019-10-17T15:19:22.247Z,2019-11-08T11:26:36.606Z,,,csv,,"Transport / Mobility","Active Travel, Cycle Friendly, Cycling, Cycling Scotland",https://creativecommons.org/licenses/by/4.0/legalcode,
"All-mode traffic data from 48-hour surveys across Scotland in September 2018",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/a0f74c16-ff56-4d36-a26d-8d07e9a5a449,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/20f490ba-edef-4843-822a-cd3e2670916f/2/urql,2020-07-20T08:53:30.537Z,2021-08-17T14:35:12.109Z,,,json,,"Transport / Mobility","Active Travel, Traffic counts",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in September 2018",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/a0f74c16-ff56-4d36-a26d-8d07e9a5a449,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=f255f058-4237-42a4-8ddf-e88d2627ae66,2020-07-20T08:53:30.537Z,2021-08-17T14:35:12.109Z,,,xml,,"Transport / Mobility","Active Travel, Traffic counts",OGL3,
"All-mode traffic data from 48-hour surveys across Scotland in September 2018",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/a0f74c16-ff56-4d36-a26d-8d07e9a5a449,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=7b202b52-1850-4396-b668-dca476a69da5,2020-07-20T08:53:30.537Z,2021-08-17T14:35:12.109Z,,,csv,,"Transport / Mobility","Active Travel, Traffic counts",OGL3,
"This data set holds the locations for all of Cycling Scotland's permanent cycle counter locations across Scotland, including the installation date of each counter",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/14227968-8ed5-4caf-a5cb-2dbc3539100f,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=79e31b87-fbd8-4cc7-b0fb-bd8cf56beba3,2021-08-27T10:45:43.733Z,2021-09-03T13:34:20.440Z,,,json,,"Transport / Mobility","National Monitoring Framework, Featured, Cycling Scotland, Active Travel",OGL3,
"This data set holds the locations for all of Cycling Scotland's permanent cycle counter locations across Scotland, including the installation date of each counter",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/14227968-8ed5-4caf-a5cb-2dbc3539100f,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=dd1d4f08-6aba-4e14-abfd-3d6e6d79b811,2021-08-27T10:45:43.733Z,2021-09-03T13:34:20.440Z,,,csv,,"Transport / Mobility","National Monitoring Framework, Featured, Cycling Scotland, Active Travel",OGL3,
"This data set holds the locations for all of Cycling Scotland's permanent cycle counter locations across Scotland, including the installation date of each counter",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/14227968-8ed5-4caf-a5cb-2dbc3539100f,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=38d63877-40f3-462d-92b7-91685f20c22d,2021-08-27T10:45:43.733Z,2021-09-03T13:34:20.440Z,,,xml,,"Transport / Mobility","National Monitoring Framework, Featured, Cycling Scotland, Active Travel",OGL3,
"This dataset is for the Big Count which happens across Scotland twice a year in May and September. Cycling Scotland ask people to visit the bike parking at their workplace and count how many bikes there are there on that day.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ee8e8ff1-00df-4e3e-b857-92ebfa369fa0,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/4ecae34e-9382-404e-8728-a97df2f36b73/1/urql,2019-11-01T15:40:06.940Z,2021-01-13T17:10:11.697Z,,,json,,"Transport / Mobility"," ",OGL3,
"This dataset is for the Big Count which happens across Scotland twice a year in May and September. Cycling Scotland ask people to visit the bike parking at their workplace and count how many bikes there are there on that day.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/ee8e8ff1-00df-4e3e-b857-92ebfa369fa0,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/additionalDocumentation/0927d3a0-29af-433a-b7f8-059e02abd507/Cycling Friendly Employer handbook - Cycling Scotland.pdf,2019-11-01T15:40:06.940Z,2021-01-13T17:10:11.697Z,,,pdf,,"Transport / Mobility"," ",OGL3,
"Cycling Scotland undertakes research biennially into the attitudes and behaviours of people towards cycling. This dataset has the results in pdf format from the first (2017), second (2019) and third (2021) rounds.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/f9e2f1dc-5f97-4508-a370-ea6f744f6f62,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=5bb69fcd-128a-46c7-8320-20f6232549f7,2020-01-23T14:17:31.971Z,2021-12-21T15:36:12.603Z,,,pdf,,"Transport / Mobility","Active Travel, Culture, Cycling Scotland, Attitudes and behaviours",https://creativecommons.org/licenses/by/4.0/legalcode,
"Data from Transport and Travel in Scotland and the Scottish Household Survey relating to the number of bikes available for private use by Local Authority in 2019.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/0d94f83a-4b54-407c-89ae-6010ebd3ac8d,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/ae0b651b-ce85-42b8-a9b6-7423465de8f4/1/urql,2021-09-14T16:43:33.184Z,2021-09-14T16:56:35.745Z,,,json,,"Transport / Mobility","Active Travel, Government, Featured, Scottish Household Survey",OGL3,
"Data from Transport and Travel in Scotland and the Scottish Household Survey relating to the number of bikes available for private use by Local Authority in 2019.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/0d94f83a-4b54-407c-89ae-6010ebd3ac8d,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=14508826-0c68-4dce-beb9-01620d1b4c7c,2021-09-14T16:43:33.184Z,2021-09-14T16:56:35.745Z,,,xml,,"Transport / Mobility","Active Travel, Government, Featured, Scottish Household Survey",OGL3,
"Data from Transport and Travel in Scotland and the Scottish Household Survey relating to the number of bikes available for private use by Local Authority in 2019.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/0d94f83a-4b54-407c-89ae-6010ebd3ac8d,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=614df944-323e-4899-b099-9da795a66f77,2021-09-14T16:43:33.184Z,2021-09-14T16:56:35.745Z,,,csv,,"Transport / Mobility","Active Travel, Government, Featured, Scottish Household Survey",OGL3,
"Data from Transport and Travel in Scotland relating to cycling frequency in the previous seven days. Split by gender, age, employment status, net household income, SIMD and more.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/1891331f-7ec1-4d7a-9ad5-4c43bb817ad8,https://data.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/resource?resourceGUID=7a097bf0-1a75-4cf2-b4d7-90d6b73aa15e,2018-05-11T14:16:53.569Z,2019-12-16T16:24:14.045Z,,,csv,,"Transport / Mobility","Cycling, Cycling Scotland, Active Travel, Transport and Travel in Scotland",OGL3,
"A real-time hourly upload from each cycling counter within City of Edinburgh Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/9aef744b-846b-47c7-a3a6-4aef9f1fe371,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/b8af3f88-75c5-4470-bcf3-0be9c051b9ef/1/urql,2021-02-23T15:43:12.673Z,2021-08-13T09:02:35.181Z,,,json,,"Transport / Mobility","Traffic counts, Cycling, Active Travel",OGL3,
"A real-time daily upload from each cycling counter within Aberdeen City Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/c3248da7-823b-40e7-ae5c-9b33a4ab7f16,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/d0717679-21fb-4274-a9d3-f973cfb5b7ff/1/urql,2021-09-25T13:08:11.623Z,2021-11-16T15:53:14.735Z,,,json,,"Transport / Mobility","Active Travel, Cycling, Traffic counts",http://opendatacommons.org/licenses/odbl/1-0/,
"A real-time daily upload from each cycling counter within Perth & Kinross Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/16e1662e-c3b4-4b7e-b8b1-04775b7c0737,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/840ab46e-93bf-43d9-9a82-0c977302c6c2/1/urql,2021-09-04T14:16:43.528Z,2021-09-16T09:07:45.745Z,,,json,,"Transport / Mobility","Active Travel, Traffic counts, Cycling",OGL3,
"A real-time hourly upload from each cycling counter within Comhairle nan Eilean Siar's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/2f431f6f-5fea-42a5-9504-7f1c0c7ce67d,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/5376053f-a413-47b6-9310-9d43bba464e9/1/urql,2021-07-03T15:11:51.836Z,2021-08-13T09:05:11.265Z,,,json,,"Transport / Mobility","Traffic counts, Cycling, Active Travel",OGL3,
"A real-time hourly upload from each cycling counter within The Highland Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/c34d4636-7390-4a12-9e4f-01e7a88bd69a,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/7ac87fa3-45e1-40eb-9274-13359c00f195/1/urql,2021-09-25T13:17:54.110Z,2021-11-16T15:44:20.813Z,,,json,,"Transport / Mobility","Cycling, Traffic counts, Active Travel",OGL3,
"A real-time daily upload from each cycling counter within Stirling Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/2baff59f-b06f-4424-b6d9-9dc0d8c1d376,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/127ececb-bc70-46de-a637-e159b89c6d19/1/urql,2021-08-17T15:47:37.719Z,2021-09-16T07:54:24.018Z,,,json,,"Transport / Mobility","Cycling, Traffic counts, Active Travel",OGL3,
"This data set is a real-time daily upload from each cycling counter across Scotland that is part of the National Monitoring Framework.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/dd0703b8-4055-400d-9faf-868c34d7574a,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/5421f510-69b1-4deb-a319-135289598388/1/urql,2021-03-24T20:37:54.077Z,2021-08-13T10:42:59.290Z,,,json,,"Transport / Mobility","Cycling Scotland, Cycling, National Monitoring Framework, Active Travel",OGL3,
"A real-time hourly upload from each cycling counter within South Lanarkshire Council's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/1ba7b643-860e-41c9-8798-106fff4720cf,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/33d30786-3d9e-4513-b2d1-9a67a96c831d/1/urql,2021-08-17T23:06:52.871Z,2021-11-16T16:19:02.997Z,,,json,,"Transport / Mobility","Traffic counts, Cycling, Active Travel",OGL3,
"A real-time daily upload from each cycling counter within Comhairle nan Eilean Siar's network.",Cycling Scotland,https://usmart.io/org/cyclingscotland/discovery/discovery-view-detail/95dcdb65-ced2-4291-abb2-27209c132115,https://api.usmart.io/org/d1b773fa-d2bd-4830-b399-ecfd18e832f3/76b1d034-058f-4c23-9b33-e3bc11fcf8f2/1/urql,2021-07-03T15:12:25.015Z,2021-08-13T09:05:39.634Z,,,json,,"Transport / Mobility","Active Travel, Cycling, Traffic counts",OGL3,
